ID	ID_PGDP	group	family	genus	species	subspecies	species_full	species_short	species_genotyping	reference	SEX	len_chrA	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_chrY_contigs_shorter_than_1Mb	total_seq_chrA	total_seq_chrX	total_seq_chrY	len_cov_chrA	len_cov_chrX	len_cov_chrY	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_gw	rel_frac_cov_YX	nonN_frac	frac_cov_gw_cor	threshold	threshold_chrX	good_frac_cov	cov_chrA	cov_chrX	cov_chrY	cov_gw	rel_cov_chrX	gSEX	gSEX_source	callable_chrA	callable_chrX	GT00_chrA	GT01_chrA	GT11_chrA	GTmis_chrA	GT00_chrX	GT0_chrX	GT01_chrX	GT11_chrX	GT1_chrX	GTmis_chrX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX	div_chrA	clade	subclade_split	sample_used_for_q	q25_div_chrA	q50_div_chrA	q75_div_chrA	q25_frac_cov_chrA	q50_frac_cov_chrA	q75_frac_cov_chrA	zscore_div_chrA	zscore_frac_cov_chrA	dupl_group	remove_as_duplicate	low_mis	low_frac_cov_qc	high_div_chrA_qc	high_mis_qc	low_div_chrA_qc	masterQC	manual_fix	reason	finalQC	Kuderna_AB_QC	Kuderna_COV_QC	relatives	remove_as_relative	generation	founder	remove_manual	pedigree_source	MQ1kb	MQ1Mb	total_reads	mapped_reads	properly_paired_reads	f_mapped_reads
PD_0176	PD_0176	PLA	Cebidae	Saimiri	oerstedii	ssp	Saimiri_oerstedii_ssp	S.oerstedii_ssp	Saimiri_oerstedii_ssp	Saimiri_boliviensis	Unknown	2480107826	35043139	135661648	0	NA	NA	125527203933	3525727111	NA	2457793673	134361263	NA	0.991	0.9904	NA	0.991	NA	0.9956	0.9954	0.9	0.9	TRUE	51.0731	26.2407	NA	49.786	0.5138	M	chrX	2358099363	124213748	0	370615	12298187	93433	NA	0	NA	NA	516290	0	0.0001572	NA	NA	0.0052153	NA	0.0041565	NA	3.96e-05	0	0.0052939	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	0.8525	-1.25	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	FAIL	PASS	NA	NA	NA	NA	NA	NA	57.2954	57.7996	922461442	904216373	866292758	0.98
PD_0364	PD_0364	PLA	Cebidae	Saimiri	sciureus	ssp	Saimiri_sciureus_ssp	S.sciureus_ssp	Saimiri_sciureus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	88050337603	2557129928	NA	2460002312	134452487	NA	0.9919	0.9911	NA	0.9919	NA	0.9956	0.9963	0.9	0.9	TRUE	35.7928	19.0188	NA	34.9235	0.5314	M	chrX	2363509697	124629620	1047713	1723160	11338595	581138	NA	22152	NA	NA	517350	1709	0.0007291	NA	NA	0.0047974	NA	0.0041511	NA	0.0002459	1.37e-05	0.0051619	Saimiri_boliviensis_boliviensis2	0	TRUE	0.0051632	0.0051646	0.0051659	0.9918	0.9918	0.9918	-1	1	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	FAIL	PASS	NA	NA	NA	NA	NA	NA	57.1921	57.6872	676941396	660591365	627871698	0.976
PD_0365	PD_0365	PLA	Cebidae	Saimiri	sciureus	ssp	Saimiri_sciureus_ssp	S.sciureus_ssp	Saimiri_sciureus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	95144071009	2782547145	NA	2459419344	134377727	NA	0.9917	0.9905	NA	0.9916	NA	0.9956	0.996	0.9	0.9	TRUE	38.6856	20.7069	NA	37.7542	0.5353	M	chrX	2363509697	124629620	1247834	1520804	11452517	469451	NA	23185	NA	NA	514380	3646	0.0006435	NA	NA	0.0048456	NA	0.0041273	NA	0.0001986	2.93e-05	0.0051673	Saimiri_boliviensis_boliviensis2	0	TRUE	0.0051632	0.0051646	0.0051659	0.9918	0.9918	0.9918	1	-1	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	FAIL	PASS	NA	NA	NA	NA	NA	NA	55.8137	56.2921	878802054	853261757	824003686	0.971
PD_0012	PD_0012	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	Unknown	2480107826	35043139	135661648	0	NA	NA	86412118544	4777946625	NA	2458996515	134394154	NA	0.9915	0.9907	NA	0.9914	NA	0.9956	0.9958	0.9	0.9	TRUE	35.1412	35.5517	NA	35.1625	1.0117	F	chrX	2389893663	128495960	9929214	2347451	11375423	592349	259201	NA	58759	503563	NA	22917	0.0009822	0.0004573	0.4655507	0.0047598	0.0039189	NA	0.8233327	0.0002479	0.0001783	0.0052509	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	-0.0136	0	PD_0369	TRUE	TRUE	ok	ok	ok	ok	ok	NA	NA	fail	NA	NA	NA	NA	NA	NA	NA	NA	57.4231	57.9132	660436008	647269898	628579138	0.98
PD_0363	PD_0363	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	89345296001	2590671344	NA	2458635459	134358906	NA	0.9913	0.9904	NA	0.9913	NA	0.9956	0.9957	0.9	0.9	TRUE	36.3394	19.2817	NA	35.4555	0.5306	M	chrX	2389893663	128495960	10298011	1597475	11864699	484252	NA	295548	NA	NA	540367	8525	0.0006684	NA	NA	0.0049645	NA	0.0042053	NA	0.0002026	6.63e-05	0.0052987	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	0.9505	-0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.0922	57.5958	670046730	652105833	623728308	0.973
PD_0366	PD_0366	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	89619384146	2610329243	NA	2458317083	134315857	NA	0.9912	0.9901	NA	0.9912	NA	0.9956	0.9956	0.9	0.9	TRUE	36.4556	19.4343	NA	35.5738	0.5331	M	chrX	2389893663	128495960	10416424	1359626	11977863	490524	NA	295104	NA	NA	540599	8737	0.0005689	NA	NA	0.0050119	NA	0.0042071	NA	0.0002052	6.8e-05	0.0052963	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	0.902	-0.75	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.0522	57.5491	679542568	664106445	634922824	0.977
PD_0367	PD_0367	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	F	2480107826	35043139	135661648	0	NA	NA	88334496270	4846074998	NA	2457882832	134358828	NA	0.991	0.9904	NA	0.991	NA	0.9956	0.9954	0.9	0.9	TRUE	35.9393	36.0682	NA	35.9459	1.0036	F	chrX	2389893663	128495960	10453131	1339189	12003892	448225	272904	NA	35085	519471	NA	16980	0.0005604	0.000273	0.4872689	0.0050228	0.0040427	NA	0.8048748	0.0001876	0.0001321	0.0053029	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	1.0353	-1.25	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.3459	57.8479	681012916	667060070	638998802	0.98
PD_0368	PD_0368	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	89482507510	2606918338	NA	2458255559	134310427	NA	0.9912	0.99	NA	0.9911	NA	0.9956	0.9955	0.9	0.9	TRUE	36.4008	19.4096	NA	35.5206	0.5332	M	chrX	2389893663	128495960	10389429	1431086	11956926	466996	NA	295124	NA	NA	540558	8758	0.0005988	NA	NA	0.0050031	NA	0.0042068	NA	0.0001954	6.82e-05	0.0053025	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	1.0267	-0.75	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.1425	57.642	674255068	658262591	630973756	0.976
PD_0369	PD_0369	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	F	2480107826	35043139	135661648	0	NA	NA	86801480877	4846895199	NA	2459031679	134384637	NA	0.9915	0.9906	NA	0.9915	NA	0.9956	0.9959	0.9	0.9	TRUE	35.299	36.0673	NA	35.3389	1.0218	F	chrX	2389893663	128495960	9973445	2351850	11425014	494128	261115	NA	58654	506114	NA	18557	0.0009841	0.0004565	0.4638495	0.0047806	0.0039388	NA	0.8239118	0.0002068	0.0001444	0.0052726	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	0.4233	0	PD_0369	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.1937	57.6915	671429076	657232382	629857058	0.979
PD_0370	PD_0370	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	89198128300	2551121028	NA	2463972550	134806301	NA	0.9935	0.9937	NA	0.9935	NA	0.9956	0.9979	0.9	0.9	TRUE	36.2009	18.9243	NA	35.3048	0.5228	M	chrX	2389893663	128495960	16992703	3500739	3342475	408520	NA	693569	NA	NA	145538	5333	0.0014648	NA	NA	0.0013986	NA	0.0011326	NA	0.0001709	4.15e-05	0.002131	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	-62.9173	5	NA	FALSE	TRUE	ok	ok	ok	fail	fail	NA	NA	fail	NA	NA	NA	NA	NA	NA	NA	NA	57.9726	58.4392	659372976	650309869	633345372	0.986
PD_0371	PD_0371	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	84678411244	2420506291	NA	2458136955	134290018	NA	0.9911	0.9899	NA	0.9911	NA	0.9956	0.9955	0.9	0.9	TRUE	34.4482	18.0245	NA	33.5974	0.5232	M	chrX	2389893663	128495960	10318243	1532065	11879328	514801	NA	293814	NA	NA	540018	10608	0.0006411	NA	NA	0.0049707	NA	0.0042026	NA	0.0002154	8.26e-05	0.0052912	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	0.7981	-1	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.0365	57.5275	645915210	630857189	605497692	0.977
PD_0374	PD_0374	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	88459288799	2580231569	NA	2459145489	134304603	NA	0.9915	0.99	NA	0.9915	NA	0.9956	0.9959	0.9	0.9	TRUE	35.9716	19.2118	NA	35.1036	0.5341	M	chrX	2389893663	128495960	9859124	2682157	11206942	496214	NA	296783	NA	NA	538066	9591	0.0011223	NA	NA	0.0046893	NA	0.0041874	NA	0.0002076	7.46e-05	0.0052505	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	-0.0231	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.2141	57.7134	667093670	652594087	625248924	0.978
PD_0375	PD_0375	PLA	Cebidae	Saimiri	ustus	ssp	Saimiri_ustus_ssp	S.ustus_ssp	Saimiri_ustus_ssp	Saimiri_boliviensis	M	2480107826	35043139	135661648	0	NA	NA	86231959240	2503829970	NA	2457633262	134272908	NA	0.9909	0.9898	NA	0.9909	NA	0.9956	0.9953	0.9	0.9	TRUE	35.0874	18.6473	NA	34.2357	0.5315	M	chrX	2389893663	128495960	10554271	1096455	12130792	462919	NA	294780	NA	NA	540352	9308	0.0004588	NA	NA	0.0050759	NA	0.0042052	NA	0.0001937	7.24e-05	0.0053053	Saimiri_boliviensis_boliviensis3	0	TRUE	0.0052429	0.0052516	0.0052925	0.9912	0.9915	0.9916	1.082	-1.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.2362	57.7394	652471398	638615942	610392526	0.979
PD_0078	PD_0078	PLA	Cebidae	Cebus	albifrons	ssp	Cebus_albifrons_ssp	C.albifrons_ssp	Cebus_albifrons_ssp	Sapajus_apella	M	2452389081	144444752	132260112	0	NA	NA	99108283615	2880526119	NA	2413758878	129982697	NA	0.9842	0.9828	NA	0.9842	NA	0.9869	0.9973	0.9	0.9	TRUE	41.0597	22.1608	NA	40.094	0.5397	M	chrX	2300333934	123109426	12086935	4808568	26524209	694452	NA	367882	NA	NA	1220632	9185	0.0020904	NA	NA	0.0115306	NA	0.009915	NA	0.0003019	7.46e-05	0.0125758	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-0.2912	0.6	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.4059	57.573	814088030	787693477	752942396	0.968
PD_0141	PD_0141	PLA	Cebidae	Cebus	albifrons	ssp	Cebus_albifrons_ssp	C.albifrons_ssp	Cebus_albifrons_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	86560957560	4933861405	NA	2412488581	129994522	NA	0.9837	0.9829	NA	0.9837	NA	0.9869	0.9968	0.9	0.9	TRUE	35.8804	37.9544	NA	35.9864	1.0578	F	chrX	2300333934	123109426	12760312	3501237	27187063	665552	327097	NA	62301	1183945	NA	24356	0.0015221	0.0005061	0.3324858	0.0118187	0.009617	NA	0.8137084	0.0002893	0.0001978	0.0125798	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-0.0948	-0.4	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.691	57.8646	721345354	698538680	668599288	0.968
PD_0402	PD_0402	PLA	Cebidae	Cebus	albifrons	ssp	Cebus_albifrons_ssp	C.albifrons_ssp	Cebus_albifrons_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	67737280031	3660086319	NA	2412245713	129993540	NA	0.9836	0.9829	NA	0.9836	NA	0.9869	0.9967	0.9	0.9	TRUE	28.0806	28.1559	NA	28.0844	1.0027	F	chrX	2300333934	123109426	12689488	3400571	27076381	947724	319081	NA	70820	1173477	NA	34321	0.0014783	0.0005753	0.389138	0.0117706	0.009532	NA	0.8098108	0.000412	0.0002788	0.0125098	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-3.5371	-0.6	NA	FALSE	TRUE	ok	ok	ok	warn	warn	NA	NA	warn	NA	NA	NA	NA	NA	NA	NA	NA	56.5538	57.7334	568008046	549545392	518100564	0.967
SAMN07678068	SAMN07678068	PLA	Cebidae	Cebus	albifrons	ssp	Cebus_albifrons_ssp	C.albifrons_ssp	Cebus_albifrons_ssp	Sapajus_apella	Unknown	2452389081	144444752	132260112	0	NA	NA	49830455545	1482794890	NA	2407406206	129343114	NA	0.9817	0.9779	NA	0.9815	NA	0.9869	0.9945	0.9	0.9	TRUE	20.6988	11.464	NA	20.228	0.5539	M	chrX	2300333934	123109426	11459006	3129926	24774677	4750555	NA	333744	NA	NA	1092904	171051	0.0013606	NA	NA	0.01077	NA	0.0088775	NA	0.0020652	0.0013894	0.0114504	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-55.6385	-4.4	NA	FALSE	TRUE	fail	ok	ok	fail	fail	NA	NA	fail	NA	NA	NA	NA	NA	NA	NA	NA	56.1498	57.2583	272287340	248710699	222157798	0.913
SAMN23530500	SAMN23530500	PLA	Cebidae	Cebus	albifrons	ssp	Cebus_albifrons_ssp	C.albifrons_ssp	Cebus_albifrons_ssp	Sapajus_apella	M	2452389081	144444752	132260112	0	NA	NA	103738933847	3001378264	NA	2412117263	129835817	NA	0.9836	0.9817	NA	0.9835	NA	0.9869	0.9966	0.9	0.9	TRUE	43.0074	23.1167	NA	41.9915	0.5375	M	chrX	2300333934	123109426	13178089	2673630	27673263	589182	NA	365164	NA	NA	1220835	11700	0.0011623	NA	NA	0.0120301	NA	0.0099167	NA	0.0002561	9.5e-05	0.0126112	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	1.453	-0.6	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.5706	57.7684	846160510	816740643	759104046	0.965
SAMN04274558	SAMN04274558	PLA	Cebidae	Cebus	imitator	ssp	Cebus_imitator_ssp	C.imitator_ssp	Cebus_imitator_ssp	Sapajus_apella	Unknown	2452389081	144444752	132260112	0	NA	NA	116355504871	6161078660	NA	2413269875	130079476	NA	0.984	0.9835	NA	0.984	NA	0.9869	0.9971	0.9	0.9	TRUE	48.2149	47.364	NA	48.1714	0.9824	F	chrX	2294245087	122332712	987498	1161286	28401213	225838	16881	NA	15154	1202342	NA	9976	0.0005062	0.0001239	0.2447289	0.0123793	0.0098285	NA	0.7939412	9.84e-05	8.15e-05	0.0126324	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	2.4941	0.2	NA	FALSE	TRUE	ok	warn	ok	ok	warn	NA	NA	warn	NA	NA	NA	NA	NA	NA	NA	NA	56.1692	57.417	1390542894	1363150481	1320767660	0.98
SAMN04274559	SAMN04274559	PLA	Cebidae	Cebus	imitator	ssp	Cebus_imitator_ssp	C.imitator_ssp	Cebus_imitator_ssp	Sapajus_apella	Unknown	2452389081	144444752	132260112	0	NA	NA	182946920802	5457834568	NA	2416081042	130253331	NA	0.9852	0.9848	NA	0.9852	NA	0.9869	0.9983	0.9	0.9	TRUE	75.7205	41.9017	NA	73.9906	0.5534	M	chrX	2294245087	122332712	794454	1506642	28215836	258903	NA	29370	NA	NA	1213327	1656	0.0006567	NA	NA	0.0122985	NA	0.0099183	NA	0.0001128	1.35e-05	0.0126269	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	2.2219	2.6	NA	FALSE	TRUE	ok	warn	ok	ok	warn	NA	NA	warn	NA	NA	NA	NA	NA	NA	NA	NA	55.6455	56.9231	2023130800	1879112040	1038041566	0.929
PD_0007	PD_0007	PLA	Cebidae	Cebus	olivaceus	ssp	Cebus_olivaceus_ssp	C.olivaceus_ssp	Cebus_olivaceus_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	83227258225	4516151812	NA	2413001079	130006484	NA	0.9839	0.983	NA	0.9839	NA	0.9869	0.997	0.9	0.9	TRUE	34.4912	34.7379	NA	34.5038	1.0072	F	chrX	2296651100	122886002	2130870	3575018	27140907	437948	55119	NA	91892	1168011	NA	20246	0.0015566	0.0007478	0.4803879	0.0118176	0.0095048	NA	0.8042947	0.0001907	0.0001648	0.0125959	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	0.6989	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.5224	57.6986	709063288	685169320	650827958	0.966
PD_0079	PD_0079	PLA	Cebidae	Cebus	olivaceus	ssp	Cebus_olivaceus_ssp	C.olivaceus_ssp	Cebus_olivaceus_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	99158340050	5416278940	NA	2413621210	130044331	NA	0.9842	0.9832	NA	0.9841	NA	0.9869	0.9972	0.9	0.9	TRUE	41.0828	41.6495	NA	41.1118	1.0138	F	chrX	2296651100	122886002	2475678	2905902	27461989	441174	70664	NA	60870	1183004	NA	20730	0.0012653	0.0004953	0.3914848	0.0119574	0.0096268	NA	0.8050944	0.0001921	0.0001687	0.01259	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	0.4103	0.6	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.4313	57.6043	852531294	824796082	791450550	0.967
PD_0013	PD_0013	PLA	Cebidae	Cebus	unicolor	ssp	Cebus_unicolor_ssp	C.unicolor_ssp	Cebus_unicolor_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	83236958552	4303225066	NA	2413244128	130103330	NA	0.984	0.9837	NA	0.984	NA	0.9869	0.9971	0.9	0.9	TRUE	34.4917	33.0754	NA	34.4193	0.9589	F	chrX	2311568691	123589135	8340733	3815172	27134858	708726	253296	NA	114061	1160342	NA	28634	0.0016505	0.0009229	0.5591773	0.0117387	0.0093887	NA	0.7998066	0.0003066	0.0002317	0.012564	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-0.8727	0.2	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	PASS	WARN	NA	NA	NA	NA	NA	NA	56.2567	57.4108	722716928	697917170	660958994	0.966
PD_0077	PD_0077	PLA	Cebidae	Cebus	unicolor	ssp	Cebus_unicolor_ssp	C.unicolor_ssp	Cebus_unicolor_ssp	Sapajus_apella	M	2452389081	144444752	132260112	0	NA	NA	95370358586	2729101381	NA	2413741399	129972982	NA	0.9842	0.9827	NA	0.9842	NA	0.9869	0.9973	0.9	0.9	TRUE	39.5114	20.9975	NA	38.5654	0.5314	M	chrX	2311568691	123589135	7946550	4626058	26773313	653568	NA	319366	NA	NA	1227372	9595	0.0020013	NA	NA	0.0115823	NA	0.0099311	NA	0.0002827	7.76e-05	0.0125829	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	0.0612	0.6	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	56.2386	57.3994	793786164	766528090	728514714	0.966
PD_0310	PD_0310	PLA	Cebidae	Cebus	unicolor	ssp	Cebus_unicolor_ssp	C.unicolor_ssp	Cebus_unicolor_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	67184275296	3654473492	NA	2412712693	130054290	NA	0.9838	0.9833	NA	0.9838	NA	0.9869	0.9969	0.9	0.9	TRUE	27.8459	28.0996	NA	27.8589	1.0091	F	chrX	2311568691	123589135	8065780	4368267	26885180	680262	244259	NA	132653	1153450	NA	25971	0.0018897	0.0010733	0.5679818	0.0116307	0.0093329	NA	0.8024396	0.0002943	0.0002101	0.0125756	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	-0.3011	-0.2	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	PD_0311	TRUE	NA	NA	NA	NA	56.3846	57.5724	575615700	555899204	517385618	0.966
PD_0311	PD_0311	PLA	Cebidae	Cebus	unicolor	ssp	Cebus_unicolor_ssp	C.unicolor_ssp	Cebus_unicolor_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	70247457073	3755770762	NA	2412693298	130034717	NA	0.9838	0.9832	NA	0.9838	NA	0.9869	0.9969	0.9	0.9	TRUE	29.1158	28.8828	NA	29.1039	0.992	F	chrX	2311568691	123589135	8085935	4358786	26904073	650695	249169	NA	123228	1158369	NA	25567	0.0018856	0.0009971	0.5287743	0.0116389	0.0093727	NA	0.8052957	0.0002815	0.0002069	0.0125817	Sapajus_apella_ssp2	0	TRUE	0.0125756	0.0125817	0.0125959	0.9837	0.9839	0.9842	0	-0.2	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	PD_0310	FALSE	NA	NA	NA	NA	56.4462	57.6346	595197736	575003598	537416578	0.966
PD_0011	PD_0011	PLA	Cebidae	Sapajus	apella	macrocephalus	Sapajus_apella_macrocephalus	S.apella_macrocephalus	Sapajus_apella_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	88957345300	4839999814	NA	2424632669	130934174	NA	0.9887	0.99	NA	0.9887	NA	0.9869	1.0018	0.9	0.9	TRUE	36.689	36.9651	NA	36.7031	1.0075	F	chrX	2404876747	129477619	11803458	2727304	2231724	291095	251027	NA	45624	43969	NA	7873	0.0011341	0.0003524	0.3107119	0.000928	0.0003396	NA	0.3659352	0.000121	6.08e-05	0.001495	Sapajus_apella_ssp1	0	TRUE	0.0015846	0.001767	0.0021115	0.9885	0.9887	0.9887	-0.5162	0	PD_0011	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.9308	58.8961	743766048	736334735	715336386	0.99
PD_0378	PD_0378	PLA	Cebidae	Sapajus	apella	macrocephalus	Sapajus_apella_macrocephalus	S.apella_macrocephalus	Sapajus_apella_ssp	Sapajus_apella	M	2452389081	144444752	132260112	0	NA	NA	75520003946	2077342241	NA	2424810882	130891261	NA	0.9888	0.9897	NA	0.9888	NA	0.9869	1.0019	0.9	0.9	TRUE	31.1447	15.8707	NA	30.3624	0.5096	M	chrX	2404876747	129477619	10894229	3741971	2055557	361824	NA	270948	NA	NA	74312	3233	0.001556	NA	NA	0.0008547	NA	0.0005739	NA	0.0001505	2.5e-05	0.0016327	Sapajus_apella_ssp1	0	TRUE	0.0015846	0.001767	0.0021115	0.9885	0.9887	0.9887	-0.2549	0.5	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.5893	58.5508	622453286	611110117	584591322	0.982
PD_0379	PD_0379	PLA	Cebidae	Sapajus	apella	macrocephalus	Sapajus_apella_macrocephalus	S.apella_macrocephalus	Sapajus_apella_ssp	Sapajus_apella	F	2452389081	144444752	132260112	0	NA	NA	90246783750	4834264333	NA	2424656664	130926087	NA	0.9887	0.9899	NA	0.9888	NA	0.9869	1.0019	0.9	0.9	TRUE	37.2204	36.9236	NA	37.2052	0.992	F	chrX	2404876747	129477619	10654765	3656182	2453454	289180	219285	NA	57252	64401	NA	7555	0.0015203	0.0004422	0.2908446	0.0010202	0.0004974	NA	0.4875429	0.0001202	5.83e-05	0.0017804	Sapajus_apella_ssp1	0	TRUE	0.0015846	0.001767	0.0021115	0.9885	0.9887	0.9887	0.0253	0	NA	FALSE	TRUE	ok	ok	ok	ok	ok	NA	NA	ok	NA	NA	NA	NA	NA	NA	NA	NA	57.8721	58.8355	744280370	735705197	708852930	0.988
