,Sample,BIOSAMPLE_ID,Species,Chrom_Type,Genetic_sex,family,Het_Count,Callable_Length,Genus,Het_per_bp
2086,SAMN15033219,SAMN15033219,Pan_troglodytes_ssp,A,M,Hominidae,147194304,170417929536,Pan,0.0008637254565923234
2085,SAMN15033218,SAMN15033218,Pan_troglodytes_ssp,A,M,Hominidae,389764672,170417929536,Pan,0.0022871107110690723
1518,SAMN01920529,SAMN01920529,Pan_troglodytes_ssp,A,F,Hominidae,205790848,170417929536,Pan,0.0012075657095489336
2114,SAMN15033235,SAMN15033235,Pan_troglodytes_ssp,X,F,Hominidae,5309952,9353576000,Pan,0.0005676921853203523
2102,SAMN15033229,SAMN15033229,Pan_troglodytes_ssp,X,F,Hominidae,14388800,9353576000,Pan,0.0015383207449215146
2096,SAMN15033226,SAMN15033226,Pan_troglodytes_ssp,A,F,Hominidae,173603136,170417929536,Pan,0.00101869055957124
1533,SAMN01920538,SAMN01920538,Pan_troglodytes_ssp,A,F,Hominidae,133626304,170417929536,Pan,0.0007841094206685105
1532,SAMN01920537,SAMN01920537,Pan_troglodytes_ssp,A,M,Hominidae,132852480,170417929536,Pan,0.0007795686777894783
1531,SAMN01920536,SAMN01920536,Pan_troglodytes_ssp,X,F,Hominidae,10561344,9353576000,Pan,0.001129123663505808
1530,SAMN01920536,SAMN01920536,Pan_troglodytes_ssp,A,F,Hominidae,275508864,170417929536,Pan,0.0016166659502913397
1529,SAMN01920535,SAMN01920535,Pan_troglodytes_ssp,X,F,Hominidae,10819264,9353576000,Pan,0.0011566981441108726
1528,SAMN01920535,SAMN01920535,Pan_troglodytes_ssp,A,F,Hominidae,295893504,170417929536,Pan,0.0017362815333200833
1527,SAMN01920534,SAMN01920534,Pan_troglodytes_ssp,X,F,Hominidae,12338368,9353576000,Pan,0.001319107045262689
1526,SAMN01920534,SAMN01920534,Pan_troglodytes_ssp,A,F,Hominidae,317533248,170417929536,Pan,0.001863261975219119
1525,SAMN01920533,SAMN01920533,Pan_troglodytes_ssp,A,M,Hominidae,331352896,170417929536,Pan,0.0019443546632809151
1524,SAMN01920532,SAMN01920532,Pan_troglodytes_ssp,X,F,Hominidae,10179840,9353576000,Pan,0.0010883366960401028
1523,SAMN01920532,SAMN01920532,Pan_troglodytes_ssp,A,F,Hominidae,262493952,170417929536,Pan,0.00154029539447344
1522,SAMN01920531,SAMN01920531,Pan_troglodytes_ssp,X,F,Hominidae,10459648,9353576000,Pan,0.0011182512442300143
2107,SAMN15033232,SAMN15033232,Pan_troglodytes_ssp,A,F,Hominidae,140618304,170417929536,Pan,0.0008251379674830226
2106,SAMN15033231,SAMN15033231,Pan_troglodytes_ssp,X,F,Hominidae,5198144,9353576000,Pan,0.0005557386821895712
2105,SAMN15033231,SAMN15033231,Pan_troglodytes_ssp,A,F,Hominidae,142292032,170417929536,Pan,0.0008349592814994356
2104,SAMN15033230,SAMN15033230,Pan_troglodytes_ssp,X,F,Hominidae,5090624,9353576000,Pan,0.0005442436133517277
2103,SAMN15033230,SAMN15033230,Pan_troglodytes_ssp,A,F,Hominidae,146213248,170417929536,Pan,0.0008579686914287568
2117,SAMN15033238,SAMN15033238,Pan_troglodytes_ssp,A,F,Hominidae,149573376,170417929536,Pan,0.0008776856778347569
2101,SAMN15033229,SAMN15033229,Pan_troglodytes_ssp,A,F,Hominidae,287092480,170417929536,Pan,0.0016846377654139556
2100,SAMN15033228,SAMN15033228,Pan_troglodytes_ssp,X,F,Hominidae,6547584,9353576000,Pan,0.0007000086384073856
2099,SAMN15033228,SAMN15033228,Pan_troglodytes_ssp,A,F,Hominidae,158375040,170417929536,Pan,0.0009293332012142772
2098,SAMN15033227,SAMN15033227,Pan_troglodytes_ssp,A,M,Hominidae,148977216,170417929536,Pan,0.0008741874543695196
2097,SAMN15033226,SAMN15033226,Pan_troglodytes_ssp,X,F,Hominidae,8981504,9353576000,Pan,0.0009602214169211861
2095,SAMN15033225,SAMN15033225,Pan_troglodytes_ssp,X,F,Hominidae,5185408,9353576000,Pan,0.000554377063916517
2118,SAMN15033238,SAMN15033238,Pan_troglodytes_ssp,X,F,Hominidae,4775360,9353576000,Pan,0.0005105384293664797
2121,SAMN15033240,SAMN15033240,Pan_troglodytes_ssp,A,M,Hominidae,232682176,170417929536,Pan,0.001365362063918556
2084,SAMN15033217,SAMN15033217,Pan_troglodytes_ssp,X,F,Hominidae,4875648,9353576000,Pan,0.0005212603179789206
2030,SAMN12714419,SAMN12714419,Pan_troglodytes_ssp,A,M,Hominidae,139340608,170417929536,Pan,0.0008176405404019707
1515,SAMN01920527,SAMN01920527,Pan_troglodytes_ssp,A,M,Hominidae,246458048,170417929536,Pan,0.001446197877600296
1514,SAMN01920526,SAMN01920526,Pan_troglodytes_ssp,X,F,Hominidae,7548544,9353576000,Pan,0.000807022255445404
1513,SAMN01920526,SAMN01920526,Pan_troglodytes_ssp,A,F,Hominidae,196461632,170417929536,Pan,0.0011528225494518661
1512,SAMN01920525,SAMN01920525,Pan_troglodytes_ssp,X,F,Hominidae,8165568,9353576000,Pan,0.0008729888975082899
1511,SAMN01920525,SAMN01920525,Pan_troglodytes_ssp,A,F,Hominidae,227831296,170417929536,Pan,0.0013368974533390966
1510,SAMN01920524,SAMN01920524,Pan_troglodytes_ssp,X,F,Hominidae,6658560,9353576000,Pan,0.0007118731916007311
1509,SAMN01920524,SAMN01920524,Pan_troglodytes_ssp,A,F,Hominidae,183061120,170417929536,Pan,0.0010741893209149052
1508,SAMN01920523,SAMN01920523,Pan_troglodytes_ssp,A,M,Hominidae,225021312,170417929536,Pan,0.0013204086718614034
1507,SAMN01920522,SAMN01920522,Pan_troglodytes_ssp,X,F,Hominidae,5458496,9353576000,Pan,0.0005835731703040634
2029,SAMN12714418,SAMN12714418,Pan_troglodytes_ssp,A,M,Hominidae,335439744,170417929536,Pan,0.0019683359897242495
2074,SAMN15033212,SAMN15033212,Pan_troglodytes_ssp,A,F,Hominidae,145901504,170417929536,Pan,0.0008561394003392054
1505,SAMN01920521,SAMN01920521,Pan_troglodytes_ssp,X,F,Hominidae,9220480,9353576000,Pan,0.000985770575873869
1504,SAMN01920521,SAMN01920521,Pan_troglodytes_ssp,A,F,Hominidae,248588736,170417929536,Pan,0.0014587005996190487
1503,SAMN01920520,SAMN01920520,Pan_troglodytes_ssp,A,M,Hominidae,213253632,170417929536,Pan,0.0012513567825910663
2073,SAMN15033211,SAMN15033211,Pan_troglodytes_ssp,A,M,Hominidae,146481472,170417929536,Pan,0.0008595426103276091
1502,SAMN01920519,SAMN01920519,Pan_troglodytes_ssp,A,M,Hominidae,188863488,170417929536,Pan,0.0011082371937871916
1501,SAMN01920518,SAMN01920518,Pan_troglodytes_ssp,X,F,Hominidae,4111936,9353576000,Pan,0.000439611117715834
1500,SAMN01920518,SAMN01920518,Pan_troglodytes_ssp,A,F,Hominidae,121946176,170417929536,Pan,0.0007155712801582854
1499,SAMN01920517,SAMN01920517,Pan_troglodytes_ssp,A,M,Hominidae,214908736,170417929536,Pan,0.0012610688123317537
2072,SAMN15033210,SAMN15033210,Pan_troglodytes_ssp,A,M,Hominidae,203020800,170417929536,Pan,0.0011913112696109408
1535,SAMN01920539,SAMN01920539,Pan_troglodytes_ssp,A,M,Hominidae,125158912,170417929536,Pan,0.0007344233810419622
1506,SAMN01920522,SAMN01920522,Pan_troglodytes_ssp,A,F,Hominidae,161464256,170417929536,Pan,0.0009474604957331759
2108,SAMN15033232,SAMN15033232,Pan_troglodytes_ssp,X,F,Hominidae,5330624,9353576000,Pan,0.0005699022491504854
2109,SAMN15033233,SAMN15033233,Pan_troglodytes_ssp,A,F,Hominidae,148701632,170417929536,Pan,0.0008725703475266519
1537,SAMN01920541,SAMN01920541,Pan_troglodytes_ssp,A,M,Hominidae,218504128,170417929536,Pan,0.0012821663107568855
2083,SAMN15033217,SAMN15033217,Pan_troglodytes_ssp,A,F,Hominidae,146041280,170417929536,Pan,0.0008569595957281564
2082,SAMN15033216,SAMN15033216,Pan_troglodytes_ssp,X,F,Hominidae,14816960,9353576000,Pan,0.001584095751186498
2081,SAMN15033216,SAMN15033216,Pan_troglodytes_ssp,A,F,Hominidae,384336832,170417929536,Pan,0.0022552605412261544
2080,SAMN15033215,SAMN15033215,Pan_troglodytes_ssp,X,F,Hominidae,5066496,9353576000,Pan,0.0005416640651660927
2079,SAMN15033215,SAMN15033215,Pan_troglodytes_ssp,A,F,Hominidae,145294144,170417929536,Pan,0.000852575456089597
2078,SAMN15033214,SAMN15033214,Pan_troglodytes_ssp,X,F,Hominidae,4938624,9353576000,Pan,0.0005279931440125146
2077,SAMN15033214,SAMN15033214,Pan_troglodytes_ssp,A,F,Hominidae,147139712,170417929536,Pan,0.0008634051147119318
2120,SAMN15033239,SAMN15033239,Pan_troglodytes_ssp,X,F,Hominidae,15253184,9353576000,Pan,0.00163073288761432
2122,SAMN15033241,SAMN15033241,Pan_troglodytes_ssp,A,M,Hominidae,148838144,170417929536,Pan,0.0008733713900013005
2123,SAMN15033242,SAMN15033242,Pan_troglodytes_ssp,A,F,Hominidae,148453824,170417929536,Pan,0.0008711162282290246
2124,SAMN15033242,SAMN15033242,Pan_troglodytes_ssp,X,F,Hominidae,5218304,9353576000,Pan,0.0005578940075966668
2125,SAMN15033243,SAMN15033243,Pan_troglodytes_ssp,A,M,Hominidae,256565056,170417929536,Pan,0.00150550506451143
2126,SAMN15033244,SAMN15033244,Pan_troglodytes_ssp,A,F,Hominidae,149759040,170417929536,Pan,0.0008787751406659596
2127,SAMN15033244,SAMN15033244,Pan_troglodytes_ssp,X,F,Hominidae,5020096,9353576000,Pan,0.0005367033955783328
2076,SAMN15033213,SAMN15033213,Pan_troglodytes_ssp,A,M,Hominidae,145362304,170417929536,Pan,0.0008529754140059124
2128,SAMN15033245,SAMN15033245,Pan_troglodytes_ssp,A,F,Hominidae,148347904,170417929536,Pan,0.0008704946973825438
2129,SAMN15033245,SAMN15033245,Pan_troglodytes_ssp,X,F,Hominidae,5164736,9353576000,Pan,0.000552167000086384
2130,SAMN15033246,SAMN15033246,Pan_troglodytes_ssp,A,M,Hominidae,148173568,170417929536,Pan,0.0008694717064303907
2075,SAMN15033212,SAMN15033212,Pan_troglodytes_ssp,X,F,Hominidae,5068608,9353576000,Pan,0.0005418898611611217
2131,SAMN15033247,SAMN15033247,Pan_troglodytes_ssp,A,F,Hominidae,141239872,170417929536,Pan,0.0008287852832419474
2132,SAMN15033247,SAMN15033247,Pan_troglodytes_ssp,X,F,Hominidae,5116224,9353576000,Pan,0.0005469805345035952
2133,SAMN15033248,SAMN15033248,Pan_troglodytes_ssp,A,M,Hominidae,142960960,170417929536,Pan,0.0008388845022894153
1536,SAMN01920540,SAMN01920540,Pan_troglodytes_ssp,A,M,Hominidae,143239296,170417929536,Pan,0.0008405177576678712
2119,SAMN15033239,SAMN15033239,Pan_troglodytes_ssp,A,F,Hominidae,277566720,170417929536,Pan,0.0016287412994380108
1534,SAMN01920538,SAMN01920538,Pan_troglodytes_ssp,X,F,Hominidae,4761024,9353576000,Pan,0.0005090057535214339
1236,SAMEA1713552,SAMEA1713552,Pan_troglodytes_ssp,X,F,Hominidae,2707712,9353576000,Pan,0.0002894841502330232
1279,SAMEA2464843,SAMEA2464843,Pan_troglodytes_ssp,A,F,Hominidae,324891648,170417929536,Pan,0.0019064405305509132
1266,SAMEA2421546,SAMEA2421546,Pan_troglodytes_ssp,A,M,Hominidae,141583168,170417929536,Pan,0.0008307997191697557
1267,SAMEA2421547,SAMEA2421547,Pan_troglodytes_ssp,A,M,Hominidae,142748096,170417929536,Pan,0.0008376354318390257
1268,SAMEA2421548,SAMEA2421548,Pan_troglodytes_ssp,A,M,Hominidae,144704064,170417929536,Pan,0.0008491129096215896
1273,SAMEA2464840,SAMEA2464840,Pan_troglodytes_ssp,A,F,Hominidae,334360896,170417929536,Pan,0.001962005388226289
1274,SAMEA2464840,SAMEA2464840,Pan_troglodytes_ssp,X,F,Hominidae,12637888,9353576000,Pan,0.0013511290227395383
1275,SAMEA2464841,SAMEA2464841,Pan_troglodytes_ssp,A,F,Hominidae,335382400,170417929536,Pan,0.00196799949930827
1276,SAMEA2464841,SAMEA2464841,Pan_troglodytes_ssp,X,F,Hominidae,12811776,9353576000,Pan,0.0013697195596635982
1277,SAMEA2464842,SAMEA2464842,Pan_troglodytes_ssp,A,F,Hominidae,321719232,170417929536,Pan,0.0018878250244909723
1278,SAMEA2464842,SAMEA2464842,Pan_troglodytes_ssp,X,F,Hominidae,11354240,9353576000,Pan,0.0012138929538820233
370,PD_0257,SAMEA112483010,Pan_troglodytes_ssp,A,M,Hominidae,145410752,170417929536,Pan,0.0008532597033417347
1280,SAMEA2464843,SAMEA2464843,Pan_troglodytes_ssp,X,F,Hominidae,12322240,9353576000,Pan,0.0013173827849370123
1281,SAMEA2464844,SAMEA2464844,Pan_troglodytes_ssp,A,M,Hominidae,327502592,170417929536,Pan,0.0019217613598034977
1282,SAMEA2464845,SAMEA2464845,Pan_troglodytes_ssp,A,F,Hominidae,326753152,170417929536,Pan,0.0019173637004607248
1283,SAMEA2464845,SAMEA2464845,Pan_troglodytes_ssp,X,F,Hominidae,12202880,9353576000,Pan,0.0013046218900664302
1284,SAMEA2464846,SAMEA2464846,Pan_troglodytes_ssp,A,M,Hominidae,301677888,170417929536,Pan,0.0017702238773900367
1285,SAMEA2464847,SAMEA2464847,Pan_troglodytes_ssp,A,M,Hominidae,335745856,170417929536,Pan,0.001970132232647946
1309,SAMEA4374763,SAMEA4374763,Pan_troglodytes_ssp,A,F,Hominidae,109619840,170417929536,Pan,0.0006432412381635192
1310,SAMEA4374763,SAMEA4374763,Pan_troglodytes_ssp,X,F,Hominidae,4737984,9353576000,Pan,0.0005065425244847532
1311,SAMEA4374764,SAMEA4374764,Pan_troglodytes_ssp,A,F,Hominidae,107657600,170417929536,Pan,0.0006317269567417073
1312,SAMEA4374764,SAMEA4374764,Pan_troglodytes_ssp,X,F,Hominidae,3571520,9353576000,Pan,0.00038183471219991157
1313,SAMEA4374765,SAMEA4374765,Pan_troglodytes_ssp,A,M,Hominidae,96760384,170417929536,Pan,0.0005677828868326898
1315,SAMEA4374767,SAMEA4374767,Pan_troglodytes_ssp,A,F,Hominidae,144333504,170417929536,Pan,0.0008469384905272553
1316,SAMEA4374767,SAMEA4374767,Pan_troglodytes_ssp,X,F,Hominidae,5116352,9353576000,Pan,0.0005469942191093545
1317,SAMEA4374768,SAMEA4374768,Pan_troglodytes_ssp,A,F,Hominidae,141408128,170417929536,Pan,0.0008297725971968706
1318,SAMEA4374768,SAMEA4374768,Pan_troglodytes_ssp,X,F,Hominidae,4829376,9353576000,Pan,0.0005163133329969201
1265,SAMEA2421545,SAMEA2421545,Pan_troglodytes_ssp,X,F,Hominidae,4866944,9353576000,Pan,0.0005203297647872856
1319,SAMEA4374769,SAMEA4374769,Pan_troglodytes_ssp,A,F,Hominidae,133723008,170417929536,Pan,0.0007846768726981373
1264,SAMEA2421545,SAMEA2421545,Pan_troglodytes_ssp,A,F,Hominidae,144948032,170417929536,Pan,0.0008505444960788612
1262,SAMEA2421543,SAMEA2421543,Pan_troglodytes_ssp,A,M,Hominidae,144890240,170417929536,Pan,0.0008502053768315065
931,SAMD00026330,SAMD00026330,Pan_troglodytes_ssp,X,F,Hominidae,4869184,9353576000,Pan,0.000520569245388074
601,PD_0427,SAMEA112483048,Pan_troglodytes_ssp,A,M,Hominidae,98755520,170417929536,Pan,0.0005794901995868829
930,SAMD00026330,SAMD00026330,Pan_troglodytes_ssp,A,F,Hominidae,146610496,170417929536,Pan,0.0008602997137635639
929,SAMD00026329,SAMD00026329,Pan_troglodytes_ssp,A,M,Hominidae,145718592,170417929536,Pan,0.000855066086043591
1233,SAMEA1713551,SAMEA1713551,Pan_troglodytes_ssp,A,F,Hominidae,83705728,170417929536,Pan,0.0004911791161171076
1234,SAMEA1713551,SAMEA1713551,Pan_troglodytes_ssp,X,F,Hominidae,2930496,9353576000,Pan,0.0003133022065571499
1235,SAMEA1713552,SAMEA1713552,Pan_troglodytes_ssp,A,F,Hominidae,85905536,170417929536,Pan,0.0005040874292622647
1237,SAMEA1713553,SAMEA1713553,Pan_troglodytes_ssp,A,F,Hominidae,93891648,170417929536,Pan,0.0005509493528975531
1238,SAMEA1713553,SAMEA1713553,Pan_troglodytes_ssp,X,F,Hominidae,3069568,9353576000,Pan,0.00032817053071467
1239,SAMEA1713554,SAMEA1713554,Pan_troglodytes_ssp,A,F,Hominidae,84160832,170417929536,Pan,0.0004938496332466087
1240,SAMEA1713554,SAMEA1713554,Pan_troglodytes_ssp,X,F,Hominidae,2867200,9353576000,Pan,0.00030653516900915756
1241,SAMEA1713556,SAMEA1713556,Pan_troglodytes_ssp,A,F,Hominidae,72459008,170417929536,Pan,0.0004251841821883734
1242,SAMEA1713556,SAMEA1713556,Pan_troglodytes_ssp,X,F,Hominidae,2633024,9353576000,Pan,0.0002814991827724498
1243,SAMEA1713558,SAMEA1713558,Pan_troglodytes_ssp,A,M,Hominidae,91039552,170417929536,Pan,0.0005342134612706247
932,SAMD00026331,SAMD00026331,Pan_troglodytes_ssp,A,M,Hominidae,144460160,170417929536,Pan,0.0008476816987116573
1252,SAMEA2058386,SAMEA2058386,Pan_troglodytes_ssp,A,M,Hominidae,145847040,170417929536,Pan,0.0008558198095534923
1253,SAMEA2058387,SAMEA2058387,Pan_troglodytes_ssp,A,M,Hominidae,145292608,170417929536,Pan,0.0008525664429534546
1254,SAMEA2058388,SAMEA2058388,Pan_troglodytes_ssp,A,F,Hominidae,142747904,170417929536,Pan,0.0008376343051970078
1255,SAMEA2058388,SAMEA2058388,Pan_troglodytes_ssp,X,F,Hominidae,4909184,9353576000,Pan,0.000524845684687867
1256,SAMEA2058389,SAMEA2058389,Pan_troglodytes_ssp,A,M,Hominidae,139518912,170417929536,Pan,0.0008186868152891581
1257,SAMEA2058390,SAMEA2058390,Pan_troglodytes_ssp,A,M,Hominidae,178501888,170417929536,Pan,0.0010474360795604684
1258,SAMEA2421540,SAMEA2421540,Pan_troglodytes_ssp,A,M,Hominidae,142535104,170417929536,Pan,0.0008363856102939574
1259,SAMEA2421541,SAMEA2421541,Pan_troglodytes_ssp,A,F,Hominidae,144746688,170417929536,Pan,0.0008493630241495389
1260,SAMEA2421541,SAMEA2421541,Pan_troglodytes_ssp,X,F,Hominidae,4951488,9353576000,Pan,0.000529368446891328
1261,SAMEA2421542,SAMEA2421542,Pan_troglodytes_ssp,A,M,Hominidae,140271360,170417929536,Pan,0.0008231021253568764
1263,SAMEA2421544,SAMEA2421544,Pan_troglodytes_ssp,A,M,Hominidae,143028160,170417929536,Pan,0.0008392788269956417
1320,SAMEA4374769,SAMEA4374769,Pan_troglodytes_ssp,X,F,Hominidae,4540928,9353576000,Pan,0.0004854750739182533
1314,SAMEA4374766,SAMEA4374766,Pan_troglodytes_ssp,A,M,Hominidae,144376064,170417929536,Pan,0.0008471882295078654
1322,SAMEA4374770,SAMEA4374770,Pan_troglodytes_ssp,X,F,Hominidae,11989952,9353576000,Pan,0.0012818575483857725
1374,SAMEA5204226,SAMEA5204226,Pan_troglodytes_ssp,A,M,Hominidae,142464320,170417929536,Pan,0.0008359702549367323
1349,SAMEA4374789,SAMEA4374789,Pan_troglodytes_ssp,X,F,Hominidae,10717056,9353576000,Pan,0.0011457709864120418
1350,SAMEA4374790,SAMEA4374790,Pan_troglodytes_ssp,A,M,Hominidae,278191616,170417929536,Pan,0.0016324081436585773
1351,SAMEA4374792,SAMEA4374792,Pan_troglodytes_ssp,A,F,Hominidae,224619456,170417929536,Pan,0.0013180506101181694
1352,SAMEA4374792,SAMEA4374792,Pan_troglodytes_ssp,X,F,Hominidae,9114368,9353576000,Pan,0.0009744260376993783
1379,SAMEA5204229,SAMEA5204229,Pan_troglodytes_ssp,X,F,Hominidae,4460928,9353576000,Pan,0.00047692219531866745
1321,SAMEA4374770,SAMEA4374770,Pan_troglodytes_ssp,A,F,Hominidae,309861760,170417929536,Pan,0.0018182462423036489
1353,SAMEA4374793,SAMEA4374793,Pan_troglodytes_ssp,A,F,Hominidae,298544448,170417929536,Pan,0.0017518370796597072
1354,SAMEA4374793,SAMEA4374793,Pan_troglodytes_ssp,X,F,Hominidae,10934464,9353576000,Pan,0.0011690142892942764
1355,SAMEA4374794,SAMEA4374794,Pan_troglodytes_ssp,A,F,Hominidae,293886912,170417929536,Pan,0.001724506997592162
374,PD_0259,SAMEA112483012,Pan_troglodytes_ssp,X,F,Hominidae,10361408,9353576000,Pan,0.0011077483093097228
373,PD_0259,SAMEA112483012,Pan_troglodytes_ssp,A,F,Hominidae,270034624,170417929536,Pan,0.001584543508627456
1356,SAMEA4374794,SAMEA4374794,Pan_troglodytes_ssp,X,F,Hominidae,10706688,9353576000,Pan,0.0011446625333455353
1378,SAMEA5204229,SAMEA5204229,Pan_troglodytes_ssp,A,F,Hominidae,146723456,170417929536,Pan,0.0008609625548173635
1357,SAMEA4374795,SAMEA4374795,Pan_troglodytes_ssp,A,F,Hominidae,284598720,170417929536,Pan,0.0016700045633395624
1377,SAMEA5204228,SAMEA5204228,Pan_troglodytes_ssp,X,F,Hominidae,4664704,9353576000,Pan,0.0004987080876875325
1376,SAMEA5204228,SAMEA5204228,Pan_troglodytes_ssp,A,F,Hominidae,134634688,170417929536,Pan,0.0007900265445459425
1358,SAMEA4374795,SAMEA4374795,Pan_troglodytes_ssp,X,F,Hominidae,10649408,9353576000,Pan,0.0011385386722682319
1359,SAMEA4374796,SAMEA4374796,Pan_troglodytes_ssp,A,F,Hominidae,289711488,170417929536,Pan,0.0017000059136312873
1360,SAMEA4374796,SAMEA4374796,Pan_troglodytes_ssp,X,F,Hominidae,10777984,9353576000,Pan,0.0011522848587534865
1361,SAMEA4374797,SAMEA4374797,Pan_troglodytes_ssp,A,M,Hominidae,278113664,170417929536,Pan,0.0016319507269993547
1362,SAMEA4374798,SAMEA4374798,Pan_troglodytes_ssp,A,M,Hominidae,289673728,170417929536,Pan,0.0016997843407011218
1363,SAMEA4374799,SAMEA4374799,Pan_troglodytes_ssp,A,M,Hominidae,260363840,170417929536,Pan,0.0015277960523807405
1347,SAMEA4374788,SAMEA4374788,Pan_troglodytes_ssp,X,F,Hominidae,9278208,9353576000,Pan,0.00099194233307133
1346,SAMEA4374788,SAMEA4374788,Pan_troglodytes_ssp,A,F,Hominidae,229926848,170417929536,Pan,0.0013491939998685938
1348,SAMEA4374789,SAMEA4374789,Pan_troglodytes_ssp,A,F,Hominidae,274265600,170417929536,Pan,0.0016093705676788115
1344,SAMEA4374785,SAMEA4374785,Pan_troglodytes_ssp,A,M,Hominidae,335739712,170417929536,Pan,0.0019700961801033764
1323,SAMEA4374771,SAMEA4374771,Pan_troglodytes_ssp,A,F,Hominidae,332261376,170417929536,Pan,0.0019496855577617572
1324,SAMEA4374771,SAMEA4374771,Pan_troglodytes_ssp,X,F,Hominidae,12408640,9353576000,Pan,0.0013266198938245652
1325,SAMEA4374772,SAMEA4374772,Pan_troglodytes_ssp,A,F,Hominidae,331317056,170417929536,Pan,0.0019441443567709278
1326,SAMEA4374772,SAMEA4374772,Pan_troglodytes_ssp,X,F,Hominidae,11907392,9353576000,Pan,0.0012730309776709998
371,PD_0258,SAMEA112483011,Pan_troglodytes_ssp,A,F,Hominidae,145156032,170417929536,Pan,0.0008517650249314668
1327,SAMEA4374773,SAMEA4374773,Pan_troglodytes_ssp,A,F,Hominidae,326204864,170417929536,Pan,0.0019141463864052563
1328,SAMEA4374773,SAMEA4374773,Pan_troglodytes_ssp,X,F,Hominidae,11816128,9353576000,Pan,0.0012632738537645923
1329,SAMEA4374774,SAMEA4374774,Pan_troglodytes_ssp,A,M,Hominidae,330414784,170417929536,Pan,0.0019388498903819941
1330,SAMEA4374775,SAMEA4374775,Pan_troglodytes_ssp,A,F,Hominidae,209222592,170417929536,Pan,0.0012277029334275692
1345,SAMEA4374787,SAMEA4374787,Pan_troglodytes_ssp,A,M,Hominidae,198761472,170417929536,Pan,0.0011663178430882917
1332,SAMEA4374776,SAMEA4374776,Pan_troglodytes_ssp,A,F,Hominidae,333543424,170417929536,Pan,0.001957208522061879
1331,SAMEA4374775,SAMEA4374775,Pan_troglodytes_ssp,X,F,Hominidae,7869824,9353576000,Pan,0.0008413706159013408
1334,SAMEA4374777,SAMEA4374777,Pan_troglodytes_ssp,A,F,Hominidae,335387136,170417929536,Pan,0.001968027289811375
1343,SAMEA4374782,SAMEA4374782,Pan_troglodytes_ssp,A,M,Hominidae,327503680,170417929536,Pan,0.001921767744108265
1342,SAMEA4374781,SAMEA4374781,Pan_troglodytes_ssp,A,M,Hominidae,301668224,170417929536,Pan,0.001770167169741808
1341,SAMEA4374780,SAMEA4374780,Pan_troglodytes_ssp,X,F,Hominidae,12204160,9353576000,Pan,0.0013047587361240235
1340,SAMEA4374780,SAMEA4374780,Pan_troglodytes_ssp,A,F,Hominidae,326755264,170417929536,Pan,0.0019173760935229205
1339,SAMEA4374779,SAMEA4374779,Pan_troglodytes_ssp,X,F,Hominidae,12322752,9353576000,Pan,0.0013174375233600496
1338,SAMEA4374779,SAMEA4374779,Pan_troglodytes_ssp,A,F,Hominidae,324897472,170417929536,Pan,0.0019064747053587864
1333,SAMEA4374776,SAMEA4374776,Pan_troglodytes_ssp,X,F,Hominidae,12608192,9353576000,Pan,0.001347954194203372
1337,SAMEA4374778,SAMEA4374778,Pan_troglodytes_ssp,X,F,Hominidae,11355520,9353576000,Pan,0.0012140297999396166
372,PD_0258,SAMEA112483011,Pan_troglodytes_ssp,X,F,Hominidae,5011712,9353576000,Pan,0.0005358070539010963
1335,SAMEA4374777,SAMEA4374777,Pan_troglodytes_ssp,X,F,Hominidae,12812224,9353576000,Pan,0.0013697674557837558
1336,SAMEA4374778,SAMEA4374778,Pan_troglodytes_ssp,A,F,Hominidae,321714048,170417929536,Pan,0.0018877946051564921
1375,SAMEA5204227,SAMEA5204227,Pan_troglodytes_ssp,A,M,Hominidae,139814400,170417929536,Pan,0.0008204207173545366
380,PD_0263,SAMEA112483016,Pongo_abelii_ssp,X,F,Hominidae,7275069,3966734754,Pongo,0.0018340195276893474
379,PD_0263,SAMEA112483016,Pongo_abelii_ssp,A,F,Hominidae,189736803,71082831042,Pongo,0.0026692353163015148
2038,SAMN13178754,SAMN13178754,Pongo_abelii_ssp,A,M,Hominidae,184543299,71082831042,Pongo,0.0025961726101055367
1988,SAMN10521808,SAMN10521808,Pongo_abelii_ssp,A,M,Hominidae,182636289,71082831042,Pongo,0.0025693446127952827
1382,SAMEA5204232,SAMEA5204232,Pongo_abelii_ssp,A,F,Hominidae,125968041,71082831042,Pongo,0.0017721303323663421
1052,SAMEA104361530,SAMEA104361530,Pongo_abelii_ssp,A,F,Hominidae,171447624,71082831042,Pongo,0.002411941413795104
1543,SAMN01920544,SAMN01920544,Pongo_abelii_ssp,X,F,Hominidae,6509970,3966734754,Pongo,0.001641140737589131
1544,SAMN01920545,SAMN01920545,Pongo_abelii_ssp,A,F,Hominidae,176989104,71082831042,Pongo,0.0024898994793190526
1545,SAMN01920545,SAMN01920545,Pongo_abelii_ssp,X,F,Hominidae,6285087,3966734754,Pongo,0.001584448517426633
1546,SAMN01920546,SAMN01920546,Pongo_abelii_ssp,A,M,Hominidae,176548167,71082831042,Pongo,0.002483696335837901
1383,SAMEA5204232,SAMEA5204232,Pongo_abelii_ssp,X,F,Hominidae,3788667,3966734754,Pongo,0.0009551097401154844
1810,SAMN06275555,SAMN06275555,Pongo_abelii_ssp,A,F,Hominidae,179654355,71082831042,Pongo,0.0025273944828372048
