ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	rel_chrX_alt	hem_alt_chrX	mis_chrA	mis_chrX
SAMN02786335	SAMN02786335	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2802670318	151894994	NA	16519	31402140464	1645910316	NA	55289724	0.9719	0.9826	NA	0.9982	11.2044	10.8358	NA	3347.0382	0.9	TRUE	637662	592919	3292435	7565234	22915	0	15095	157312	0	288659	2536877571	136973407	F	0.9671	F	0.000234	0.00011	0.4701	0.001298	0.001148	0.8844	0	0.002982	0.002107
SAMN02786336	SAMN02786336	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2802953336	149718913	NA	16520	30686377151	876453138	NA	15169592	0.972	0.9686	NA	0.9982	10.9479	5.854	NA	918.2562	0.9	TRUE	625495	526522	3237483	7698750	0	44408	0	0	184322	255251	2536877571	136973407	F	0.5347	M	0.000208	0	0	0.001276	0	0	0.001346	0.003035	0.001864
SAMN02786337	SAMN02786337	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2797024042	148235990	NA	16503	26683396143	698906978	NA	122139246	0.9699	0.959	NA	0.9972	9.5399	4.7148	NA	7401.0329	0.9	FALSE	446221	557488	2525954	8558587	0	31272	0	0	128707	324002	2536877571	136973407	M	0.4942	M	0.00022	0	0	0.000996	0	0	0.00094	0.003374	0.002365
SAMN02786338	SAMN02786338	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2796727506	149520601	NA	16521	27579079721	801919572	NA	90353826	0.9698	0.9673	NA	0.9983	9.8612	5.3633	NA	5469.0289	0.9	FALSE	520874	590217	3024912	7952247	0	40973	0	0	176769	266239	2536877571	136973407	M	0.5439	M	0.000233	0	0	0.001192	0	0	0.001291	0.003135	0.001944
SAMN02786339	SAMN02786339	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2802435673	150184584	NA	16521	33801882479	918719157	NA	84236422	0.9718	0.9716	NA	0.9983	12.0616	6.1173	NA	5098.7484	0.9	TRUE	747422	629996	3789875	6920957	0	44184	0	0	179258	260539	2536877571	136973407	M	0.5072	M	0.000248	0	0	0.001494	0	0	0.001309	0.002728	0.001902
SAMN02786340	SAMN02786340	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2794438406	151814638	NA	16520	30366735708	1563543151	NA	36160065	0.969	0.9821	NA	0.9982	10.8668	10.299	NA	2188.8659	0.9	TRUE	567631	563309	2815903	8141407	16707	0	17657	114338	0	335279	2536877571	136973407	F	0.9477	F	0.000222	0.000129	0.5811	0.00111	0.000835	0.7523	0	0.003209	0.002448
SAMN02786341	SAMN02786341	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2807654365	151015103	NA	16532	37336675380	1043523539	NA	150478818	0.9736	0.9769	NA	0.999	13.2982	6.9101	NA	9102.2755	0.9	TRUE	974313	797972	5240882	5075083	0	55456	0	0	244450	184075	2536877571	136973407	M	0.5196	M	0.000315	0	0	0.002066	0	0	0.001785	0.002001	0.001344
SAMN02786342	SAMN02786342	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2803179298	149963902	NA	16521	31335978286	823559767	NA	218309703	0.9721	0.9701	NA	0.9983	11.1787	5.4917	NA	13214.0732	0.9	TRUE	641845	633991	3438758	7373656	0	40761	0	0	165493	277727	2536877571	136973407	F	0.4913	M	0.00025	0	0	0.001356	0	0	0.001208	0.002907	0.002028
SAMN02786343	SAMN02786343	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2799680280	150265641	NA	16521	31685918995	864566768	NA	67276979	0.9708	0.9721	NA	0.9983	11.3177	5.7536	NA	4072.2099	0.9	TRUE	724591	667719	3882692	6813248	0	43767	0	0	186366	253848	2536877571	136973407	M	0.5084	M	0.000263	0	0	0.001531	0	0	0.001361	0.002686	0.001853
SAMN02786344	SAMN02786344	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2796820292	149326368	NA	16522	29972572338	797893843	NA	77274066	0.9699	0.966	NA	0.9984	10.7167	5.3433	NA	4677.0407	0.9	TRUE	655599	641627	3550690	7240334	0	38599	0	0	160824	284558	2536877571	136973407	M	0.4986	M	0.000253	0	0	0.0014	0	0	0.001174	0.002854	0.002077
SAMN02786345	SAMN02786345	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2793114062	151646415	NA	16521	32863401190	1542617422	NA	90053693	0.9686	0.981	NA	0.9983	11.7659	10.1725	NA	5450.8621	0.9	TRUE	657120	607629	3346703	7476798	15731	0	15173	108047	0	345030	2536877571	136973407	F	0.8646	F	0.00024	0.000111	0.4625	0.001319	0.000789	0.5982	0	0.002947	0.002519
SAMN03274867	SAMN03274867	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2783044001	151519880	NA	16547	29064097905	1467856255	NA	26940210	0.9651	0.9802	NA	0.9999	10.4433	9.6875	NA	1628.1024	0.9	TRUE	626966	641111	3804156	7016017	18851	0	17629	153513	0	293988	2536877571	136973407	Unknown	0.9276	F	0.000253	0.000129	0.5099	0.0015	0.001121	0.7473	0	0.002766	0.002146
SAMN03274868	SAMN03274868	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2787680906	151650137	NA	16542	29752122576	1512821660	NA	18318935	0.9667	0.9811	NA	0.9996	10.6727	9.9757	NA	1107.4196	0.9	TRUE	689171	691562	4227693	6479824	20805	0	19274	172282	0	271620	2536877571	136973407	Unknown	0.9347	F	0.000273	0.000141	0.5165	0.001666	0.001258	0.7551	0	0.002554	0.001983
SAMN03274869	SAMN03274869	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2800198582	148705919	NA	16518	27946200069	741943163	NA	8420384	0.971	0.962	NA	0.9981	9.9801	4.9893	NA	509.7702	0.9	FALSE	526802	624885	3370733	7565830	0	33273	0	0	155459	295249	2536877571	136973407	Unknown	0.4999	M	0.000246	0	0	0.001329	0	0	0.001135	0.002982	0.002156
SAMN03274870	SAMN03274870	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2797495213	148367375	NA	16545	28593929827	768313602	NA	47353325	0.9701	0.9598	NA	0.9998	10.2213	5.1785	NA	2862.0928	0.9	TRUE	597833	639680	3753090	7097647	0	34917	0	0	172730	276334	2536877571	136973407	Unknown	0.5066	M	0.000252	0	0	0.001479	0	0	0.001261	0.002798	0.002017
SAMN03274871	SAMN03274871	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2807864447	150387368	NA	16507	32896367247	918327289	NA	6437189	0.9737	0.9729	NA	0.9975	11.7158	6.1064	NA	389.9672	0.9	TRUE	775219	726221	4691512	5895298	0	47244	0	0	223144	213593	2536877571	136973407	Unknown	0.5212	M	0.000286	0	0	0.001849	0	0	0.001629	0.002324	0.001559
SAMN03274872	SAMN03274872	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2783861428	151291802	NA	16543	27461308799	1387940155	NA	9539292	0.9654	0.9787	NA	0.9996	9.8645	9.1739	NA	576.6362	0.9	FALSE	556679	639363	3466573	7425635	16250	0	17835	138382	0	311514	2536877571	136973407	Unknown	0.93	F	0.000252	0.00013	0.5159	0.001366	0.00101	0.7394	0	0.002927	0.002274
SAMN03274873	SAMN03274873	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2799801133	152141196	NA	16525	27803248051	1328322090	NA	20611190	0.9709	0.9842	NA	0.9985	9.9304	8.7309	NA	1247.2732	0.9	FALSE	443073	465942	2589121	8590114	9224	0	11198	77913	0	385646	2536877571	136973407	Unknown	0.8792	F	0.000184	8.2e-05	0.4457	0.001021	0.000569	0.5573	0	0.003386	0.002815
SAMN03274874	SAMN03274874	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2797612579	152153761	NA	16488	35131551007	1858169263	NA	21713912	0.9701	0.9843	NA	0.9963	12.5577	12.2124	NA	1316.9525	0.9	TRUE	955905	756131	5522192	4854022	32085	0	21261	247758	0	182877	2536877571	136973407	Unknown	0.9725	F	0.000298	0.000155	0.5201	0.002177	0.001809	0.831	0	0.001913	0.001335
SAMN03651895	SAMN03651895	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2812400928	150858207	NA	16519	34207552259	963131805	NA	45171217	0.9753	0.9759	NA	0.9982	12.1631	6.3844	NA	2734.5007	0.9	TRUE	792797	689666	4453958	6151829	0	49885	0	0	220042	214054	2536877571	136973407	F	0.5249	M	0.000272	0	0	0.001756	0	0	0.001606	0.002425	0.001563
SAMN03651896	SAMN03651896	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2812701839	150952013	NA	16534	38274921211	1033603359	NA	63199903	0.9754	0.9765	NA	0.9991	13.6079	6.8472	NA	3822.4206	0.9	TRUE	967440	754458	5025020	5341332	0	52550	0	0	224933	206498	2536877571	136973407	M	0.5032	M	0.000297	0	0	0.001981	0	0	0.001642	0.002105	0.001508
SAMN03651897	SAMN03651897	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2804556237	149469540	NA	16519	31091608255	886306561	NA	17770271	0.9725	0.967	NA	0.9982	11.0861	5.9297	NA	1075.7474	0.9	TRUE	563377	555990	3224173	7744710	0	41312	0	0	186707	255962	2536877571	136973407	Unknown	0.5349	M	0.000219	0	0	0.001271	0	0	0.001363	0.003053	0.001869
SAMN03651898	SAMN03651898	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2808633150	150697166	NA	16531	36161506710	983968575	NA	44836551	0.9739	0.9749	NA	0.9989	12.8751	6.5294	NA	2712.2709	0.9	TRUE	892488	730819	4639415	5825528	0	49943	0	0	211290	222748	2536877571	136973407	M	0.5071	M	0.000288	0	0	0.001829	0	0	0.001543	0.002296	0.001626
SAMN16949013	SAMN16949013	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2825923898	152596931	NA	16523	111128006841	3020041027	NA	344886757	0.9799	0.9872	NA	0.9984	39.3245	19.791	NA	20873.1318	0.9	TRUE	1872260	917476	9020656	277858	0	79776	0	0	399095	5110	2536877571	136973407	Unknown	0.5033	M	0.000362	0	0	0.003556	0	0	0.002914	0.00011	3.7e-05
SAMN16949014	SAMN16949014	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2789890853	151888071	NA	16512	32356697569	1832665776	NA	2993989	0.9674	0.9826	NA	0.9978	11.5978	12.0659	NA	181.322	0.9	TRUE	868840	641579	5116610	5461221	32581	0	23117	266230	0	162053	2536877571	136973407	Unknown	1.0404	F	0.000253	0.000169	0.668	0.002017	0.001944	0.9638	0	0.002153	0.001183
SAMN16949015	SAMN16949015	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2800501373	152074021	NA	16498	38634009388	2020885809	NA	6866732	0.9711	0.9838	NA	0.9969	13.7954	13.2888	NA	416.216	0.9	TRUE	1197779	798790	6813428	3278253	38704	0	23565	300501	0	121211	2536877571	136973407	Unknown	0.9633	F	0.000315	0.000172	0.546	0.002686	0.002194	0.8168	0	0.001292	0.000885
SAMN16949016	SAMN16949016	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2800501912	152065003	NA	16512	36907227524	1930906333	NA	3687100	0.9711	0.9837	NA	0.9978	13.1788	12.6979	NA	223.2982	0.9	TRUE	1123172	738448	6505251	3721379	35265	0	23628	283970	0	141118	2536877571	136973407	Unknown	0.9635	F	0.000291	0.000173	0.5945	0.002564	0.002073	0.8085	0	0.001467	0.00103
SAMN16949017	SAMN16949017	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2796295934	152016953	NA	16519	36772992040	1955407756	NA	19660587	0.9697	0.9834	NA	0.9982	13.1506	12.8631	NA	1190.1802	0.9	TRUE	1076444	838988	6360848	3811970	36860	0	21809	284369	0	140943	2536877571	136973407	Unknown	0.9781	F	0.000331	0.000159	0.4804	0.002507	0.002076	0.8281	0	0.001503	0.001029
SAMN16949018	SAMN16949018	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2791676093	149742266	NA	16519	28922722895	831727798	NA	11195800	0.9681	0.9687	NA	0.9982	10.3603	5.5544	NA	677.7529	0.9	TRUE	649770	683682	4196644	6558154	0	44981	0	0	219239	219761	2536877571	136973407	Unknown	0.5361	M	0.000269	0	0	0.001654	0	0	0.001601	0.002585	0.001604
SAMN16949019	SAMN16949019	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2804464645	151052459	NA	16516	36823677009	1039248964	NA	6662740	0.9725	0.9772	NA	0.998	13.1304	6.8801	NA	403.4112	0.9	TRUE	1053945	858110	6307825	3868370	0	57445	0	0	283484	143052	2536877571	136973407	Unknown	0.524	M	0.000338	0	0	0.002486	0	0	0.00207	0.001525	0.001044
SAMN20089761	SAMN20089761	Rhinopithecus_bieti_ssp	OWM	Cercopithecidae	Rhinopithecus	bieti	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_bieti_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2846085025	153250348	NA	16453	361754409968	10593341394	NA	39752910	0.9869	0.9914	NA	0.9942	127.106	69.1244	NA	2416.1496	0.9	TRUE	1843384	1008170	8924789	311907	0	81009	0	0	400277	2695	2536877571	136973407	M	0.5438	M	0.000397	0	0	0.003518	0	0	0.002922	0.000123	2e-05
SAMN02427087	SAMN02427087	Rhinopithecus_brelichi_ssp	OWM	Cercopithecidae	Rhinopithecus	brelichi	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_brelichi_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2840091584	152978823	NA	16547	75849697779	2038524043	NA	19551065	0.9849	0.9897	NA	0.9999	26.7068	13.3255	NA	1181.5474	0.9	TRUE	1164502	1865018	7094033	543611	0	48771	0	0	353156	13097	2502585583	134457047	M	0.499	M	0.000745	0	0	0.002835	0	0	0.002627	0.000217	9.7e-05
SAMN03076574	SAMN03076574	Rhinopithecus_brelichi_ssp	OWM	Cercopithecidae	Rhinopithecus	brelichi	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_brelichi_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2840000651	153044120	NA	16547	105727151765	2875197023	NA	23472067	0.9848	0.9901	NA	0.9999	37.2279	18.7867	NA	1418.5089	0.9	TRUE	1224495	1898514	7323985	220170	0	50528	0	0	362010	2486	2502585583	134457047	M	0.5046	M	0.000759	0	0	0.002927	0	0	0.002692	8.8e-05	1.8e-05
SAMN03274875	SAMN03274875	Rhinopithecus_brelichi_ssp	OWM	Cercopithecidae	Rhinopithecus	brelichi	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_brelichi_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2808297099	148663998	NA	16499	26129510026	707057202	NA	7786333	0.9738	0.9617	NA	0.997	9.3044	4.7561	NA	471.9276	0.9	FALSE	289604	1057112	2215524	7104924	0	21299	0	0	135599	258126	2502585583	134457047	Unknown	0.5112	M	0.000422	0	0	0.000885	0	0	0.001008	0.002839	0.00192
SAMN03274876	SAMN03274876	Rhinopithecus_brelichi_ssp	OWM	Cercopithecidae	Rhinopithecus	brelichi	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_brelichi_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2817271446	150003925	NA	16502	30385187927	796870567	NA	6949121	0.9769	0.9704	NA	0.9972	10.7853	5.3123	NA	421.1078	0.9	TRUE	437096	1270980	3324029	5635059	0	24698	0	0	164695	225631	2502585583	134457047	Unknown	0.4926	M	0.000508	0	0	0.001328	0	0	0.001225	0.002252	0.001678
SAMN03274877	SAMN03274877	Rhinopithecus_brelichi_ssp	OWM	Cercopithecidae	Rhinopithecus	brelichi	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_brelichi_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2807872700	152505093	NA	16547	37683526211	1955183735	NA	7461623	0.9737	0.9866	NA	0.9999	13.4207	12.8204	NA	450.9351	0.9	TRUE	761167	1611028	5281183	3013786	14445	0	43316	249176	0	108087	2502585583	134457047	Unknown	0.9553	F	0.000644	0.000322	0.5	0.00211	0.001853	0.8782	0	0.001204	0.000804
SAMN02427086	SAMN02427086	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2862467367	154104831	NA	16549	274144170594	7812672354	NA	60534387	0.9926	0.9969	NA	1	95.772	50.6971	NA	3657.8879	0.9	TRUE	7869795	1367510	1246594	270261	0	254040	0	0	67035	1996	2596331267	142242231	M	0.5294	M	0.000527	0	0	0.00048	0	0	0.000471	0.000104	1.4e-05
SAMN03076573	SAMN03076573	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2842515501	154011280	NA	16549	100578280592	5290872075	NA	34555481	0.9857	0.9963	NA	1	35.3835	34.3538	NA	2088.0706	0.9	TRUE	7759912	1244579	1324550	425119	230326	0	31993	48597	0	12155	2596331267	142242231	M	0.9709	F	0.000479	0.000225	0.4697	0.00051	0.000342	0.6706	0	0.000164	8.5e-05
SAMN03274878	SAMN03274878	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2815993332	153498319	NA	16548	34263022545	1731737507	NA	9477936	0.9765	0.993	NA	0.9999	12.1673	11.2818	NA	572.7542	0.9	TRUE	3627600	1095795	589830	5440935	100368	0	27757	22968	0	171978	2596331267	142242231	Unknown	0.9272	F	0.000422	0.000195	0.4621	0.000227	0.000161	0.7093	0	0.002096	0.001209
SAMN03274879	SAMN03274879	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2820176915	149312387	NA	16548	26835710991	719473025	NA	7947071	0.9779	0.9659	NA	0.9999	9.5156	4.8186	NA	480.2436	0.9	FALSE	2056097	917378	352617	7428068	0	101043	0	0	25229	196799	2596331267	142242231	Unknown	0.5064	M	0.000353	0	0	0.000136	0	0	0.000177	0.002861	0.001384
SAMN03274880	SAMN03274880	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2850813401	153799752	NA	16549	80680433632	2243045587	NA	60856001	0.9886	0.995	NA	1	28.3008	14.5842	NA	3677.322	0.9	TRUE	7311686	1557074	1072992	812408	0	247449	0	0	63279	12343	2596331267	142242231	Unknown	0.5153	M	6e-04	0	0	0.000413	0	0	0.000445	0.000313	8.7e-05
SAMN03274881	SAMN03274881	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2772985513	150283548	NA	16549	25880189416	1230218769	NA	75001007	0.9616	0.9722	NA	1	9.333	8.186	NA	4532.0567	0.9	FALSE	2160952	686234	379170	7527804	47614	0	20101	9233	0	246123	2596331267	142242231	Unknown	0.8771	F	0.000264	0.000141	0.5341	0.000146	6.5e-05	0.4452	0	0.002899	0.00173
SAMN03274882	SAMN03274882	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2780309615	150479453	NA	16549	29575533379	1441047800	NA	52670304	0.9641	0.9735	NA	1	10.6375	9.5764	NA	3182.688	0.9	TRUE	2305947	699968	382219	7366026	48714	0	15660	11188	0	247509	2596331267	142242231	Unknown	0.9002	F	0.00027	0.00011	0.4074	0.000147	7.9e-05	0.5374	0	0.002837	0.00174
SAMN03274883	SAMN03274883	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2816406877	153404158	NA	16549	26879379525	1367725403	NA	66845745	0.9766	0.9924	NA	1	9.5439	8.9158	NA	4039.2619	0.9	FALSE	2046339	886660	382430	7438731	54307	0	27024	12243	0	229497	2596331267	142242231	Unknown	0.9342	F	0.000342	0.00019	0.5556	0.000147	8.6e-05	0.585	0	0.002865	0.001613
SAMN03274884	SAMN03274884	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2830486006	153644781	NA	16549	35657538633	1647489545	NA	31832762	0.9815	0.994	NA	1	12.5977	10.7227	NA	1923.546	0.9	TRUE	3954167	1150665	469447	5179881	92634	0	31384	20239	0	178814	2596331267	142242231	Unknown	0.8512	F	0.000443	0.000221	0.4989	0.000181	0.000142	0.7845	0	0.001995	0.001257
SAMN03274885	SAMN03274885	Rhinopithecus_roxellana_ssp	OWM	Cercopithecidae	Rhinopithecus	roxellana	ssp	Rhinopithecus_roxellana_ssp	Rhinopithecus_roxellana_ssp	2883764676	2809438088	74326588	154578354	154578354	NA	NA	16549	2820840317	153706871	NA	16548	31493160270	1622397799	NA	8809386	0.9782	0.9944	NA	0.9999	11.1645	10.5551	NA	532.3535	0.9	TRUE	3235446	903966	576661	6038087	95603	0	28929	16313	0	182226	2596331267	142242231	Unknown	0.9454	F	0.000348	0.000203	0.5833	0.000222	0.000115	0.518	0	0.002326	0.001281
