ID	ID_PGDP	species_full	group	family	genus	species	subspecies	reference	genotyping_species	len_chrA	len_chrA_contigs_longer_than_1Mb	len_chrA_contigs_shorter_than_1Mb	len_chrX	len_chrX_contigs_longer_than_1Mb	len_chrX_contigs_shorter_than_1Mb	len_chrY	len_mtDNA	len_cov_chrA	len_cov_chrX	len_cov_chrY	len_cov_mtDNA	total_seq_chrA	total_seq_chrX	total_seq_chrY	total_seq_mtDNA	frac_cov_chrA	frac_cov_chrX	frac_cov_chrY	frac_cov_mtDNA	cov_chrA	cov_chrX	cov_chrY	cov_mtDNA	cutoff	good_sample	chrA_GT00	chrA_GT01	chrA_GT11	chrA_GTmis	chrX_GT00	chrX_GT0	chrX_GT01	chrX_GT11	chrX_GT1	chrX_GTmis	callable_chrA	callable_chrX	sex	rel_cov_chrX	gSEX	het_chrA	het_chrX	rel_chrX_het	hom_alt_chrA	hom_alt_chrX	hem_alt_chrX	rel_chrX_hom_alt	mis_chrA	mis_chrX
SAMN20815277	SAMN20815277	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1332438980	71830860	600994	NA	2935115824	157301184	1934754	NA	0.5142	0.5033	0.0723	NA	2.2028	2.1899	3.2193	NA	0.9	FALSE	8261	12357	413	67093019	251	0	388	15	0	1996955	2452283427	130936263	Unknown	0.9941	F	5e-06	3e-06	0.6	0	0	0	NA	0.027359	0.015251
SAMN20815278	SAMN20815278	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1519461646	51659835	3147197	NA	3375960517	95825561	7112114	NA	0.5863	0.362	0.3787	NA	2.2218	1.8549	2.2598	NA	0.9	FALSE	11707	20014	614	67081715	57	0	45	1	0	1997506	2452283427	130936263	Unknown	0.8349	F	8e-06	0	0	0	0	0	NA	0.027355	0.015256
SAMN20815279	SAMN20815279	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1205376006	38575744	2365097	NA	2457640777	68878764	5021470	NA	0.4651	0.2703	0.2846	NA	2.0389	1.7855	2.1232	NA	0.9	FALSE	4758	6606	184	67102502	17	0	22	0	0	1997570	2452283427	130936263	Unknown	0.8757	F	3e-06	0	0	0	0	0	NA	0.027363	0.015256
SAMN20815280	SAMN20815280	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1176138220	63069721	543989	NA	2339137246	124116192	1395708	NA	0.4538	0.4419	0.0655	NA	1.9888	1.9679	2.5657	NA	0.9	FALSE	2947	5083	98	67105922	90	0	126	8	0	1997385	2452283427	130936263	Unknown	0.9895	F	2e-06	1e-06	0.5	0	0	0	NA	0.027365	0.015255
SAMN20815281	SAMN20815281	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1592837207	54808280	3312523	NA	3667638169	103955091	7591739	NA	0.6146	0.384	0.3986	NA	2.3026	1.8967	2.2918	NA	0.9	FALSE	15908	26056	837	67071249	50	0	50	4	0	1997505	2452283427	130936263	Unknown	0.8237	F	1.1e-05	0	0	0	0	0	NA	0.027351	0.015256
SAMN20815282	SAMN20815282	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1163471013	62553464	528601	NA	2369578109	126480928	1327800	NA	0.449	0.4383	0.0636	NA	2.0366	2.022	2.5119	NA	0.9	FALSE	4431	5740	148	67103731	85	0	133	6	0	1997385	2452283427	130936263	Unknown	0.9928	F	2e-06	1e-06	0.5	0	0	0	NA	0.027364	0.015255
SAMN20815283	SAMN20815283	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1612994044	87066073	695822	NA	3622420146	194853621	2293913	NA	0.6224	0.6101	0.0837	NA	2.2458	2.238	3.2967	NA	0.9	FALSE	13755	24959	759	67074577	307	0	600	33	0	1996669	2452283427	130936263	Unknown	0.9965	F	1e-05	5e-06	0.5	0	0	0	NA	0.027352	0.015249
SAMN20815284	SAMN20815284	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1387866240	75016118	624875	NA	2922346535	157324575	2140248	NA	0.5355	0.5256	0.0752	NA	2.1056	2.0972	3.4251	NA	0.9	FALSE	6586	8476	374	67098614	160	0	338	12	0	1997099	2452283427	130936263	Unknown	0.996	F	3e-06	3e-06	1	0	0	0	NA	0.027362	0.015252
SAMN20815285	SAMN20815285	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1087087089	57486922	545343	NA	2139471291	111385710	1870905	NA	0.4195	0.4028	0.0656	NA	1.9681	1.9376	3.4307	NA	0.9	FALSE	3957	3976	93	67106024	180	0	68	5	0	1997356	2452283427	130936263	Unknown	0.9845	F	2e-06	1e-06	0.5	0	0	0	NA	0.027365	0.015254
SAMN20815286	SAMN20815286	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1449417391	48237575	2964446	NA	3282344985	91889568	6525135	NA	0.5593	0.338	0.3567	NA	2.2646	1.9049	2.2011	NA	0.9	FALSE	12563	17951	630	67082906	65	0	43	4	0	1997497	2452283427	130936263	Unknown	0.8412	F	7e-06	0	0	0	0	0	NA	0.027355	0.015255
SAMN20815287	SAMN20815287	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1475501911	79257371	649842	NA	3303388713	176539207	2646262	NA	0.5694	0.5554	0.0782	NA	2.2388	2.2274	4.0722	NA	0.9	FALSE	11460	18241	563	67083786	272	0	361	27	0	1996949	2452283427	130936263	Unknown	0.9949	F	7e-06	3e-06	0.4286	0	0	0	NA	0.027356	0.015251
SAMN20815288	SAMN20815288	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1559757313	53473791	3219335	NA	3531506730	100072633	7114647	NA	0.6019	0.3747	0.3874	NA	2.2641	1.8714	2.21	NA	0.9	FALSE	13298	22635	717	67077400	95	0	62	3	0	1997449	2452283427	130936263	Unknown	0.8266	F	9e-06	0	0	0	0	0	NA	0.027353	0.015255
SAMN20815289	SAMN20815289	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1526529874	81187311	693267	NA	3500965915	183611794	2617073	NA	0.5891	0.5689	0.0834	NA	2.2934	2.2616	3.775	NA	0.9	FALSE	15624	22194	775	67075457	398	0	633	28	0	1996550	2452283427	130936263	Unknown	0.9861	F	9e-06	5e-06	0.5556	0	0	0	NA	0.027352	0.015248
SAMN20815290	SAMN20815290	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1485626008	79917080	646095	NA	3231884190	173011658	1885915	NA	0.5733	0.56	0.0778	NA	2.1754	2.1649	2.9189	NA	0.9	FALSE	9858	17381	446	67086365	259	0	714	22	0	1996614	2452283427	130936263	Unknown	0.9952	F	7e-06	5e-06	0.7143	0	0	0	NA	0.027357	0.015249
SAMN20815291	SAMN20815291	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1312913558	43054125	2632683	NA	2903543604	82075668	6753734	NA	0.5066	0.3017	0.3168	NA	2.2115	1.9063	2.5653	NA	0.9	FALSE	9352	11334	304	67093060	41	0	32	3	0	1997533	2452283427	130936263	Unknown	0.862	F	5e-06	0	0	0	0	0	NA	0.027359	0.015256
SAMN20815292	SAMN20815292	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1498027984	50296713	3062131	NA	3298653970	92081618	7235761	NA	0.5781	0.3524	0.3685	NA	2.202	1.8308	2.363	NA	0.9	FALSE	9095	16027	438	67088490	29	0	28	2	0	1997550	2452283427	130936263	Unknown	0.8314	F	7e-06	0	0	0	0	0	NA	0.027358	0.015256
SAMN20815293	SAMN20815293	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1475474211	80530913	639482	NA	3224676696	176361713	1972317	NA	0.5693	0.5643	0.077	NA	2.1855	2.19	3.0842	NA	0.9	FALSE	10061	17168	425	67086396	292	0	544	22	0	1996751	2452283427	130936263	Unknown	1.0021	F	7e-06	4e-06	0.5714	0	0	0	NA	0.027357	0.01525
SAMN20815294	SAMN20815294	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1358365931	73623101	622611	NA	3032130170	163708191	2270624	NA	0.5242	0.5159	0.0749	NA	2.2322	2.2236	3.6469	NA	0.9	FALSE	10934	13918	472	67088726	267	0	447	16	0	1996879	2452283427	130936263	Unknown	0.9961	F	6e-06	3e-06	0.5	0	0	0	NA	0.027358	0.015251
SAMN20815295	SAMN20815295	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	670490261	33368677	371024	NA	1385093071	65759673	1640741	NA	0.2587	0.2338	0.0446	NA	2.0658	1.9707	4.4222	NA	0.9	FALSE	7567	2520	234	67103729	102	0	44	2	0	1997461	2452283427	130936263	Unknown	0.954	F	1e-06	0	0	0	0	0	NA	0.027364	0.015255
SAMN20815296	SAMN20815296	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1236965415	65389783	577967	NA	2652159831	137907234	2230304	NA	0.4773	0.4582	0.0696	NA	2.1441	2.109	3.8589	NA	0.9	FALSE	7138	8880	268	67097764	112	0	199	11	0	1997287	2452283427	130936263	Unknown	0.9836	F	4e-06	2e-06	0.5	0	0	0	NA	0.027361	0.015254
SAMN20815297	SAMN20815297	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1326748827	41838841	2618061	NA	2918746994	78180008	5643607	NA	0.512	0.2932	0.3151	NA	2.1999	1.8686	2.1556	NA	0.9	FALSE	10659	13615	454	67089322	65	0	42	1	0	1997501	2452283427	130936263	Unknown	0.8494	F	6e-06	0	0	0	0	0	NA	0.027358	0.015256
SAMN20815298	SAMN20815298	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1351463856	72811195	611630	NA	2791379128	149308110	1515082	NA	0.5215	0.5102	0.0736	NA	2.0654	2.0506	2.4771	NA	0.9	FALSE	5022	8868	180	67099980	133	0	230	7	0	1997239	2452283427	130936263	Unknown	0.9928	F	4e-06	2e-06	0.5	0	0	0	NA	0.027362	0.015254
SAMN20815299	SAMN20815299	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1391515583	75270682	618455	NA	3063111209	164927245	1988977	NA	0.537	0.5274	0.0744	NA	2.2013	2.1911	3.216	NA	0.9	FALSE	9307	14124	442	67090177	222	0	343	20	0	1997024	2452283427	130936263	Unknown	0.9954	F	6e-06	3e-06	0.5	0	0	0	NA	0.027358	0.015252
SAMN20815300	SAMN20815300	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1503444300	80934999	656828	NA	3297867156	176719459	2251405	NA	0.5801	0.5671	0.079	NA	2.1935	2.1835	3.4277	NA	0.9	FALSE	10523	19070	461	67083996	294	0	571	18	0	1996726	2452283427	130936263	Unknown	0.9954	F	8e-06	4e-06	0.5	0	0	0	NA	0.027356	0.01525
SAMN20815301	SAMN20815301	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1250949322	65759703	609560	NA	2654635122	136918536	3350934	NA	0.4827	0.4608	0.0734	NA	2.1221	2.0821	5.4973	NA	0.9	FALSE	6790	8276	224	67098760	123	0	184	6	0	1997296	2452283427	130936263	Unknown	0.9812	F	3e-06	1e-06	0.3333	0	0	0	NA	0.027362	0.015254
SAMN20815302	SAMN20815302	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1336098302	72311288	597306	NA	2818703446	152037623	1610329	NA	0.5156	0.5067	0.0719	NA	2.1097	2.1025	2.696	NA	0.9	FALSE	6429	10352	316	67096953	167	0	290	17	0	1997135	2452283427	130936263	Unknown	0.9966	F	4e-06	2e-06	0.5	0	0	0	NA	0.027361	0.015253
SAMN20815303	SAMN20815303	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1382368729	45644914	2767514	NA	2994755615	84348136	5977587	NA	0.5334	0.3198	0.333	NA	2.1664	1.8479	2.1599	NA	0.9	FALSE	8054	12704	371	67092921	31	0	25	0	0	1997553	2452283427	130936263	Unknown	0.853	F	5e-06	0	0	0	0	0	NA	0.027359	0.015256
SAMN20815304	SAMN20815304	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1248189536	66850968	568009	NA	2694074728	143342435	1557225	NA	0.4816	0.4684	0.0684	NA	2.1584	2.1442	2.7415	NA	0.9	FALSE	6831	8427	264	67098528	158	0	217	16	0	1997218	2452283427	130936263	Unknown	0.9934	F	3e-06	2e-06	0.6667	0	0	0	NA	0.027362	0.015253
SAMN20815305	SAMN20815305	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1021047674	31283588	1983460	NA	2203405777	60589951	6726050	NA	0.394	0.2192	0.2387	NA	2.158	1.9368	3.3911	NA	0.9	FALSE	8287	5426	193	67100144	99	0	37	0	0	1997473	2452283427	130936263	Unknown	0.8975	F	2e-06	0	0	0	0	0	NA	0.027362	0.015255
SAMN20815306	SAMN20815306	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1142724518	35638793	2257733	NA	2460223495	67639776	5033119	NA	0.4409	0.2497	0.2717	NA	2.1529	1.8979	2.2293	NA	0.9	FALSE	6029	6961	217	67100843	19	0	19	1	0	1997570	2452283427	130936263	Unknown	0.8816	F	3e-06	0	0	0	0	0	NA	0.027363	0.015256
SAMN20815307	SAMN20815307	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1267398533	41113140	2507190	NA	2587527122	72865514	5358656	NA	0.4891	0.2881	0.3017	NA	2.0416	1.7723	2.1373	NA	0.9	FALSE	5229	7541	161	67101119	11	0	10	0	0	1997588	2452283427	130936263	Unknown	0.8681	F	3e-06	0	0	0	0	0	NA	0.027363	0.015256
SAMN20815308	SAMN20815308	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1167487852	60636594	567173	NA	2453015506	124195395	1628571	NA	0.4505	0.4249	0.0683	NA	2.1011	2.0482	2.8714	NA	0.9	FALSE	6933	8117	359	67098641	157	0	174	10	0	1997268	2452283427	130936263	Unknown	0.9748	F	3e-06	1e-06	0.3333	0	0	0	NA	0.027362	0.015254
SAMN20815309	SAMN20815309	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1485067385	49237056	2995544	NA	3284448105	90983318	6712926	NA	0.5731	0.345	0.3605	NA	2.2116	1.8479	2.241	NA	0.9	FALSE	11273	18530	507	67083740	29	0	27	0	0	1997553	2452283427	130936263	Unknown	0.8355	F	8e-06	0	0	0	0	0	NA	0.027356	0.015256
SAMN20815310	SAMN20815310	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1114499643	34165327	2113081	NA	2490028714	66558868	4644782	NA	0.4301	0.2394	0.2543	NA	2.2342	1.9481	2.1981	NA	0.9	FALSE	11566	9926	492	67092066	156	0	37	4	0	1997412	2452283427	130936263	Unknown	0.8719	F	4e-06	0	0	0	0	0	NA	0.027359	0.015255
SAMN20815311	SAMN20815311	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1526961170	82453675	661134	NA	3391322024	182265695	2449115	NA	0.5892	0.5778	0.0796	NA	2.221	2.2105	3.7044	NA	0.9	FALSE	11631	20384	635	67081400	310	0	637	30	0	1996632	2452283427	130936263	Unknown	0.9953	F	8e-06	5e-06	0.625	0	0	0	NA	0.027355	0.015249
SAMN20815312	SAMN20815312	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1607512050	55431296	3308379	NA	3669497145	104067017	9824392	NA	0.6203	0.3884	0.3981	NA	2.2827	1.8774	2.9695	NA	0.9	FALSE	14536	24913	729	67073872	39	0	71	3	0	1997496	2452283427	130936263	Unknown	0.8224	F	1e-05	1e-06	0.1	0	0	0	NA	0.027352	0.015255
SAMN20815313	SAMN20815313	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1269802652	41403610	2570587	NA	2668161756	75622781	5531406	NA	0.49	0.2901	0.3093	NA	2.1012	1.8265	2.1518	NA	0.9	FALSE	6831	8118	233	67098868	29	0	17	7	0	1997556	2452283427	130936263	Unknown	0.8693	F	3e-06	0	0	0	0	0	NA	0.027362	0.015256
SAMN20815314	SAMN20815314	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1280583144	41270391	2551472	NA	2761274985	76996601	5539682	NA	0.4941	0.2892	0.307	NA	2.1563	1.8657	2.1712	NA	0.9	FALSE	7579	9982	272	67096217	25	0	12	0	0	1997572	2452283427	130936263	Unknown	0.8652	F	4e-06	0	0	0	0	0	NA	0.027361	0.015256
SAMN20815315	SAMN20815315	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1157777268	34525138	2182285	NA	2694030394	68211717	96996491	NA	0.4468	0.2419	0.2626	NA	2.3269	1.9757	44.4472	NA	0.9	FALSE	23111	16662	1162	67073115	125	0	40	3	0	1997441	2452283427	130936263	Unknown	0.8491	F	7e-06	0	0	0	0	0	NA	0.027351	0.015255
SAMN20815316	SAMN20815316	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1763176084	62316541	3725500	NA	4334407078	121563457	9126502	NA	0.6804	0.4367	0.4483	NA	2.4583	1.9507	2.4497	NA	0.9	FALSE	27698	46516	1727	67038109	105	0	122	4	0	1997378	2452283427	130936263	Unknown	0.7935	F	1.9e-05	1e-06	0.0526	1e-06	0	0	0	0.027337	0.015255
SAMN20815317	SAMN20815317	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1385868462	43559507	2756605	NA	3070628759	79145839	6333442	NA	0.5348	0.3052	0.3317	NA	2.2157	1.817	2.2976	NA	0.9	FALSE	13784	18835	928	67080503	54	0	43	3	0	1997509	2452283427	130936263	Unknown	0.8201	F	8e-06	0	0	0	0	0	NA	0.027354	0.015256
SAMN20815318	SAMN20815318	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1530575765	51572598	3132797	NA	3660434478	102178442	7417732	NA	0.5906	0.3614	0.377	NA	2.3915	1.9813	2.3678	NA	0.9	FALSE	19273	26524	1105	67067148	73	0	67	0	0	1997469	2452283427	130936263	Unknown	0.8285	F	1.1e-05	1e-06	0.0909	0	0	0	NA	0.027349	0.015255
SAMN20815319	SAMN20815319	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1402193109	75571460	623546	NA	3168056311	169810868	1975837	NA	0.5411	0.5295	0.075	NA	2.2594	2.247	3.1687	NA	0.9	FALSE	11252	15665	530	67086603	314	0	421	24	0	1996850	2452283427	130936263	Unknown	0.9945	F	6e-06	3e-06	0.5	0	0	0	NA	0.027357	0.015251
SAMN20815320	SAMN20815320	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1046616226	33124889	2047127	NA	2445031235	68632673	4862890	NA	0.4039	0.2321	0.2463	NA	2.3361	2.0719	2.3755	NA	0.9	FALSE	12824	7950	540	67092736	45	0	14	2	0	1997548	2452283427	130936263	Unknown	0.8869	F	3e-06	0	0	0	0	0	NA	0.027359	0.015256
SAMN20815321	SAMN20815321	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	1350192978	43351442	2687492	NA	3104124615	84358460	6533665	NA	0.521	0.3038	0.3234	NA	2.299	1.9459	2.4311	NA	0.9	FALSE	14860	18616	893	67079681	90	0	40	2	0	1997477	2452283427	130936263	Unknown	0.8464	F	8e-06	0	0	0	0	0	NA	0.027354	0.015255
SAMN20815322	SAMN20815322	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	2560743971	138058582	1367818	NA	105996385348	5502817432	63385192	NA	0.9881	0.9674	0.1646	NA	41.3928	39.8586	46.3404	NA	0.9	TRUE	55167299	6360158	4146752	1439841	1597214	0	150528	192535	0	57332	2452283427	130936263	Unknown	0.9629	F	0.002594	0.00115	0.4433	0.001691	0.00147	0	0.8693	0.000587	0.000438
SAMN20815323	SAMN20815323	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	2561160800	137989857	1399123	NA	89100965373	4690031878	55499209	NA	0.9883	0.9669	0.1684	NA	34.7893	33.9882	39.6671	NA	0.9	TRUE	54651994	6310273	4178621	1973162	1564349	0	156355	197470	0	79435	2452283427	130936263	Unknown	0.977	F	0.002573	0.001194	0.464	0.001704	0.001508	0	0.885	0.000805	0.000607
SAMN20815324	SAMN20815324	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	2560624856	137896056	7826152	NA	80350282239	2227874906	154278809	NA	0.9881	0.9663	0.9418	NA	31.3792	16.1562	19.7132	NA	0.9	TRUE	54222412	6164293	4206626	2520719	0	1695149	0	0	272227	30233	2452283427	130936263	Unknown	0.5149	M	0.002514	0	0	0.001715	0	0.002079	0	0.001028	0.000231
SAMN20815325	SAMN20815325	Papio_cynocephalus_anubishybrid	OWM	Cercopithecidae	Papio	cynocephalus	anubishybrid	Papio_anubis_ssp	Papio_cynocephalus_ssp	2591506794	NA	NA	142711496	NA	NA	8309886	NA	2560976334	137935244	1338173	NA	102251559575	5518985438	61805588	NA	0.9882	0.9665	0.161	NA	39.9268	40.0114	46.1865	NA	0.9	TRUE	55164355	6336129	4220725	1392841	1598756	0	122199	219905	0	56749	2452283427	130936263	Unknown	1.0021	F	0.002584	0.000933	0.3611	0.001721	0.001679	0	0.9756	0.000568	0.000433
